Sr#,Project_Title,Approval_Status,Approved_Date,Total_Cost,Foreign Loan,Expenditure_2024,Throwforward_2025,Rupee_Funding,Allocation_2024_25,Type,Ministry,Utilization%,Approval_Year,Approval_Month
902,Establishment of  Material Resource Centre and development of additive manufacturing and Reverse Engineering Centre at PCSIR,DDWP,2021-12-17,1951.68,0.0,722.004,1229.68,525.773,525.773,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,36.99397442,2021.0,12.0
903,Establishment of “National Centre of Failure Analysis (NCFA)” - IST,DDWP,2020-10-12,550.0,0.0,138.792,411.208,200.0,200.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,25.23490909,2020.0,10.0
904,Establishment of Additional Production lines for Research and Development of Indigenous Electromedical Devices at NUST,DDWP,2021-03-26,396.363,0.0,299.608,96.755,96.755,96.755,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,75.58929567,2021.0,3.0
905,Establishment of Centre For Artificial Intelligence (AI) In Health Sciences (Knowledge Economy Initiative),CDWP,2019-09-12,321.45,0.0,56.751,264.699,264.699,264.699,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,17.65468969,2019.0,9.0
906,Establishment of Centre for International Peace and Stability (CIPS) at NUST,DDWP,2023-05-24,996.307,0.0,625.0,371.307,221.293,221.293,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,62.73166805,2023.0,5.0
907,Establishment of Facilities for Industrial Production of Nanomaterials in Latif Ebrahim Jamal Nanotechnology Center (Knowledge Economy Initiative),CDWP,2019-06-08,714.533,0.0,507.324,207.209,207.209,207.209,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,71.00077953,2019.0,6.0
908,"Establishment of PAK-KOREA Testing Facility for PV Modules & Allied Equipment, PCRET - Local share: Rs. 185.80 Million to be funded through PSDP) KOICA Share: USD 8.00 Million (Rs. 1319.550 M )",CDWP,2023-03-11,1505.35,0.0,85.314,1420.04,250.0,250.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,5.667386322,2023.0,3.0
909,"Establishment of Planning, Monitoring & Evaluation  (PM&E) Cell in Ministry of Science & Technology",DDWP,2021-04-08,130.0,0.0,0.292,129.708,5.0,5.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,0.224615385,2021.0,4.0
910,Gene Editing of Biological Agents for Nutritional Biochemical and Therapeutical purpose,DDWP,2020-10-12,1799.6,0.0,1211.51,588.09,250.0,250.0,On-going,Cell in Ministry of Science &,67.32107135,2020.0,10.0
911,"Launching of STEM in Pakistan, Phase-I",DDWP,2021-04-08,993.784,0.0,93.749,900.035,229.498,229.498,On-going,Cell in Ministry of Science &,9.433538878,2021.0,4.0
912,Medical Equipment & Devices Innovation Center (MEDICen),DDWP,2021-05-27,1989.52,0.0,566.318,1423.2,350.0,350.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,28.4650569,2021.0,5.0
913,"Monitoring theSea Water Intrusion, Sea Level Rise, Coastal Erosion and Land Subsidence along Sindh and Balochistan Coast",DDWP,2020-02-04,730.0,0.0,383.975,346.025,104.227,104.227,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,52.59931507,2020.0,2.0
914,National Digital Archive of Research published in Pakistan Journals,DDWP,2020-02-04,56.0,0.0,24.79,31.21,31.21,31.21,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,44.26785714,2020.0,2.0
915,"Research, Development and Innovation Program in PCSIR",DDWP,2021-05-27,1500.0,0.0,157.244,1342.76,5.0,5.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,10.48293333,2021.0,5.0
916,Semiconductor Chip Design Facilitation Center,DDWP,2023-05-24,262.918,0.0,104.072,158.846,158.846,158.846,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,39.58344427,2023.0,5.0
917,Strengthening Of Oceanographic Research Sub Station Gwadar Pakistan,DDWP,2021-06-05,300.0,0.0,69.576,230.424,230.424,230.424,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,23.192,2021.0,6.0
918,"Up gradation of Machinery, Equipment and Renovation of Buildings of IIEE & PSTC Karachi.",DDWP,2020-02-04,125.0,0.0,83.463,41.537,41.537,41.537,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,66.7704,2020.0,2.0
919,"Up gradation of Medicinal Botanic Centre as National Centre for Herbal Medicine, PCSIR Labs. Complex, Peshawar",DDWP,2021-04-08,286.0,0.0,262.302,23.698,23.698,23.698,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,91.71398601,2021.0,4.0
920,Up-gradation of Printed Circuit Board (PCB) facility,DDWP,2023-05-24,169.8,0.0,73.252,96.548,96.548,96.548,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,43.1401649,2023.0,5.0
921,Establishment of NUST Chip Design Centre,DDWP,2022-11-05,912.0,0.0,219.596,692.404,170.0,170.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,24.07850877,2022.0,11.0
922,Quality Seed Production and Supply to the Farming Community for Ensuring Food Security in Pakistan (Revised),CDWP,2023-07-26,4518.05,0.0,645.252,3872.8,500.0,500.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,14.28164806,2023.0,7.0
923,"Research, Development and Technology Transfer of Selected Active Pharmaceutical Ingredients (APIs) for Import Substitution (PCSIR)",DDWP,2021-12-17,1067.64,0.0,393.267,674.372,300.0,300.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,36.83516916,2021.0,12.0
924,Establishment of Medical Cannabis Greenhouses for Biotechnology Derived Bio-,DDWP,2021-12-17,1946.01,0.0,347.263,1598.75,400.0,400.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,17.84487233,2021.0,12.0
925,Strengthening Institutions for Refugees Adminstration (SIRA),CDWP,2023-06-02,2832.9,2043.0,48.709,2784.19,0.0,1184.06,On-going,STATES & FRONTIER REGIONS DIVISION,1.719404144,2023.0,6.0
926,"R&D Center of Additive Manufacturing for Aerospace and Biomedical Industry, Islamabad",CDWP,2024-07-06,987.084,0.0,0.0,987.084,987.084,987.084,New,STRATEGIC PLANS DIVISION,0.0,2024.0,7.0
927,Pakistan  Multi-Mission Communication Satellite System (PakSat-MM1),ECNEC,2020-06-01,70459.07,59183.7,11275.38,59183.7,0.0,19833.7,On-going,STRATEGIC PLANS DIVISION,16.00273748,2020.0,6.0
928,Feasibility and System Definition Study (FSDS) of Pakistan Communication Satellite - 2 (PakSat-2),CDWP,2022-06-24,403.5,0.0,155.5,248.0,248.0,248.0,On-going,STRATEGIC PLANS DIVISION,38.5377943,2022.0,6.0
929,Establishment of Pakistan Space Centre (PSC),ECNEC,2018-11-14,29506.23,18035.03,4438.98,25067.25,1669.0,2485.3,On-going,STRATEGIC PLANS DIVISION,15.0442127,2018.0,11.0
930,Pakistan Optical Remote Sensing Satellite (PRSS-O2),ECNEC,2021-11-24,27913.57,21232.37,456.502,27457.07,1150.0,1150.0,On-going,STRATEGIC PLANS DIVISION,1.635412454,2021.0,11.0
931,Establishment of Deep Space Astronomical Observatories in Pakistan.,CDWP,2024-05-22,5200.0,0.0,0.0,5200.0,400.0,400.0,New,STRATEGIC PLANS DIVISION,0.0,2024.0,5.0
932,50MW Hydropower Project at Attaabad,ECNEC,2021-11-08,21246.17,5885.98,5885.98,15360.19,5500.0,5500.0,On-going,WATER RESOURCES DIVISION,27.7037226,2021.0,11.0
933,Chitral  Hydel Power Station Capacity Enhancement From 1 MW to 5 MW,CDWP,2017-08-03,2188.83,567.11,459.211,1729.62,174.0,409.0,On-going,WATER RESOURCES DIVISION,20.97974717,2017.0,8.0
934,Dargai Hydroelectric Power Station Rehabilitation & Capacity Enhancement  from  20 to 22 MW,ECNEC,2018-11-14,4050.36,2284.89,2167.89,1882.48,238.0,2928.0,On-going,WATER RESOURCES DIVISION,53.52339051,2018.0,11.0
935,"Dasu Hydro Power Project Stage-I (2160 MW) (District Kohistan, Khyber Pakhtunkhwa)",ECNEC,2014-03-28,510980.2,218547.5,169111.07,341869.13,140000.0,154897.0,On-going,WATER RESOURCES DIVISION,33.09542522,2014.0,3.0
936,Golan Gol Hydro Power Project (106 MW) (Chitral),ECNEC,2016-09-30,42002.0,13949.2,39076.0,2926.0,1584.0,1594.0,On-going,WATER RESOURCES DIVISION,93.03366506,2016.0,9.0
937,Harpo HPP,ECNEC,2014-03-28,9522.8,6102.61,5742.72,3780.08,1800.0,2800.0,On-going,WATER RESOURCES DIVISION,60.30495232,2014.0,3.0
938,"Keyal Khwar Hydropower Project (128 MW) Pattan, Lower Kohistan Khyber Pakhtunkhwa",ECNEC,2016-01-29,26084.18,9364.48,8258.51,17825.67,1300.0,2300.0,On-going,WATER RESOURCES DIVISION,31.66099145,2016.0,1.0
939,Mangla Refurbishment & Up- gradation Project,ECNEC,2013-12-31,52224.31,31728.85,12063.47,40160.83,9000.0,11034.0,On-going,WATER RESOURCES DIVISION,23.09933822,2013.0,12.0
940,Tarbela 5th Extension Hydro Power Project Station 2nd Rehabilitation,ECNEC,2016-12-20,82361.6,35988.0,1047.38,81314.22,3932.0,11144.92,On-going,WATER RESOURCES DIVISION,1.271684863,2016.0,12.0
941," Warsak_Hydroelectric Power
Station 2nd Rehabilitation",ECNEC,2015-09-07,22254.23,11283.52,7619.0,14635.23,2986.0,5015.0,On-going,WATER RESOURCES DIVISION,34.23618791,2015.0,9.0
942,Diamer Basha Dam Project (Power Generation),ECNEC,2023-06-04,1000000.0,715880.0,715880.0,708480.0,2814.0,3602.08,On-going,WATER RESOURCES DIVISION,50.25976579,2023.0,6.0
943,"Construction of Ghabir Dam, Chakwal Punjab",ECNEC,2015-04-09,5655.49,0.0,1183.07,4472.42,100.0,100.0,On-going,WATER RESOURCES DIVISION,20.91896547,2015.0,4.0
944,"Construction of Sarozai Dam, Hangu",DDWP,2021-03-30,715.0,0.0,300.0,415.0,415.0,415.0,On-going,WATER RESOURCES DIVISION,41.95804196,2021.0,3.0
945,"Construction of Shehzanik Dam, Dasht (SB)",CDWP,2021-05-27,2630.29,0.0,1000.0,1630.29,750.0,750.0,On-going,WATER RESOURCES DIVISION,38.01862152,2021.0,5.0
946,"Construction of Sunni Gar Dam, Khuzdar (Revised)",CDWP,2023-06-24,5114.78,0.0,1023.0,4091.78,1500.0,1500.0,On-going,WATER RESOURCES DIVISION,20.00086025,2023.0,6.0
947,"Construction of Winder Dam, District Lasbela",ECNEC,2020-02-16,15230.76,0.0,10930.0,4300.76,2150.0,2150.0,On-going,WATER RESOURCES DIVISION,71.76266976,2020.0,2.0
948,Constructionof Hekanog Delay Action Dam (SB),DDWP,2021-03-30,285.0,0.0,107.0,178.0,178.0,178.0,On-going,WATER RESOURCES DIVISION,37.54385965,2021.0,3.0
949,Constructionof Tapok Storage Dam District Kech (Prov. Share= 84.846),DDWP,2021-03-30,1248.88,0.0,800.0,448.877,448.877,448.877,On-going,WATER RESOURCES DIVISION,64.05739543,2021.0,3.0
950,Constrution of Maserag Delay Action Dam (SB),DDWP,2021-03-30,390.5,0.0,137.0,253.5,253.5,253.5,On-going,WATER RESOURCES DIVISION,35.08322663,2021.0,3.0
951,Detailed Engineering Design & Preparation of Tender Documents of Chiniot Dam Project,DDWP,2020-06-17,533.303,0.0,225.0,308.303,308.303,308.303,On-going,WATER RESOURCES DIVISION,42.18989955,2020.0,6.0
952,Detailed Engineering Design & Preparation of Tender Documents of Hingol Dam Project,DDWP,2020-06-17,421.372,0.0,175.0,246.372,246.372,246.372,On-going,WATER RESOURCES DIVISION,41.53099874,2020.0,6.0
953,Diamer Basha Dam Project (Dam Part),ECNEC,2018-11-14,479686.0,154000.0,99055.08,380630.92,15115.9,15125.9,On-going,WATER RESOURCES DIVISION,20.64998353,2018.0,11.0
954,Diamer Basha Dam Project (LA&R),ECNEC,2021-02-09,174700.0,0.0,133910.87,40789.14,4500.0,4500.0,On-going,WATER RESOURCES DIVISION,76.6519004,2021.0,2.0
955,Feasibility Study of Sindh Barrage Project,DDWP,2019-01-11,327.528,0.0,290.201,37.327,37.327,37.327,On-going,WATER RESOURCES DIVISION,88.60341711,2019.0,1.0
956,Preparation of Feasibility Study of Thar Canal Project,DDWP,2021-05-21,318.995,0.0,271.145,47.85,47.85,47.85,On-going,WATER RESOURCES DIVISION,84.99976489,2021.0,5.0
957,Construction of Garuk Storage Dam District Kharan,ECNEC,2023-07-27,27753.76,0.0,9992.34,17761.43,2000.0,2000.0,On-going,WATER RESOURCES DIVISION,36.00355411,2023.0,7.0
958,Increasing Storage capacity in command area of Tanda Dam.,CDWP,2020-03-04,2545.55,0.0,1720.25,825.299,825.0,825.0,On-going,WATER RESOURCES DIVISION,67.5787158,2020.0,3.0
959,K4 Greater Water Supply Scheme,ECNEC,2022-01-19,126404.75,0.0,56440.61,69964.14,30000.0,30000.0,On-going,WATER RESOURCES DIVISION,44.6507034,2022.0,1.0
960,Kachhi Canal Project (Phase-I),ECNEC,2017-07-03,80352.0,0.0,80203.85,148.151,148.151,148.151,On-going,WATER RESOURCES DIVISION,99.81562376,2017.0,7.0
961,Kachhi Canal Project (Remaining Works),ECNEC,2020-03-16,22921.0,0.0,22004.16,916.84,916.84,916.84,On-going,WATER RESOURCES DIVISION,96.0,2020.0,3.0
962,Kurram Tangi Dam Project (Stage- I),ECNEC,2016-04-22,21059.26,13282.5,18848.24,2211.02,2211.02,2211.02,On-going,WATER RESOURCES DIVISION,89.50096062,2016.0,4.0
963,Mapping of All Water Resources in Southern Balochistan,DDWP,2021-05-21,489.953,0.0,261.86,228.093,228.093,228.093,On-going,WATER RESOURCES DIVISION,53.44594277,2021.0,5.0
964,Mohmand Dam Hydropower Project,ECNEC,2018-04-26,309558.38,71548.87,74833.56,234724.82,7200.0,35100.0,On-going,WATER RESOURCES DIVISION,24.1742963,2018.0,4.0
965,Nai Gaj Dam Project,ECNEC,2021-11-03,46980.35,0.0,20192.52,26787.83,5000.0,5000.0,On-going,WATER RESOURCES DIVISION,42.98077813,2021.0,11.0
966,Naulong Dam Project ADB (PRF) USD 1.064 (M) Equivalent PKR 300 (M),ECNEC,2022-07-10,39944.34,8722.52,864.114,39080.22,300.0,600.0,On-going,WATER RESOURCES DIVISION,2.163295225,2022.0,7.0
967,Project Planning and Development Unit (PPDU),DDWP,2022-01-19,1262.35,120.0,390.217,872.133,332.599,332.599,On-going,WATER RESOURCES DIVISION,30.91194993,2022.0,1.0
968,Raising of Mangla Dam Project,ECNEC,2011-05-26,96855.0,0.0,96092.81,762.187,762.187,762.187,On-going,WATER RESOURCES DIVISION,99.21306076,2011.0,5.0
969,Remedial Measures to Control Water logging due to Muzaffargarh & T.P Link Canal Project,ECNEC,2013-09-13,8565.29,0.0,7801.28,764.011,764.011,764.011,On-going,WATER RESOURCES DIVISION,91.08016191,2013.0,9.0
970,Remodeling of Warsak Canal System in Peshawar and Nowshera Districts,ECNEC,2021-11-24,16695.81,0.0,7968.79,8727.02,300.0,300.0,On-going,WATER RESOURCES DIVISION,47.72928058,2021.0,11.0
971,Umbrella PC-II for Feasibility Study and Detailed Design of Eight Dam in Balochistan,DDWP,2021-03-30,821.394,0.0,563.289,258.105,200.0,200.0,On-going,WATER RESOURCES DIVISION,68.57719925,2021.0,3.0
972,Construction of 100 Dams in District Areas/ Districts of Balochistan (Package-IV),ECNEC,2021-01-21,13512.73,0.0,2040.0,11472.73,2000.0,2000.0,On-going,WATER RESOURCES DIVISION,15.09687532,2021.0,1.0
973,Construction of 05 Nos. Dams in District Loralai,DDWP,2021-04-06,499.591,0.0,399.591,100.0,100.0,100.0,On-going,WATER RESOURCES DIVISION,79.98362661,2021.0,4.0
974,"Construction of Five (05) Small Dams Namely Salari-2 Dam, Rai Jo Dat Dam, Shalmani Dam, Garwari Dam and Aamri Dam in Kohistan-1 Dadu",DDWP,2022-03-28,1970.22,0.0,1300.0,670.226,270.226,270.226,On-going,WATER RESOURCES DIVISION,65.98247911,2022.0,3.0
975,"Construction of 06 Nos Small Dams Namely Densi Koondal, Kambowah, Khirpora, Bantari, Moor, Nadi Jo Wandio Dams in Nagarparkar Area, Thar Region",DDWP,2022-03-28,1973.55,0.0,1799.99,173.557,173.557,173.557,On-going,WATER RESOURCES DIVISION,91.20569532,2022.0,3.0
976,"Construction of 06 Nos Small Dams Namely Katrah, Kouhar, Sari-II, Saroni, Wadejo & Khar Dam in Lower Kohistan",DDWP,2022-03-28,1918.13,0.0,1800.0,118.128,118.128,118.128,On-going,WATER RESOURCES DIVISION,93.84139761,2022.0,3.0
977,Construction of Dinar Dam,DDWP,2021-04-06,602.856,0.0,420.0,182.856,182.856,182.856,On-going,WATER RESOURCES DIVISION,69.66837852,2021.0,4.0
978,Construction of Small Dams in District Ziarat.,DDWP,2021-04-06,1547.41,0.0,611.0,936.412,1047.41,1047.41,On-going,WATER RESOURCES DIVISION,39.48533356,2021.0,4.0
979,Installation of Telemetry System for Real Time Discharge Monitoring at 27 Key Sites on Indus Basin Irrigation System,ECNEC,2024-07-02,23834.71,9059.08,100.0,23734.71,3076.78,3086.78,On-going,WATER RESOURCES DIVISION,0.419556185,2024.0,7.0
980,"Kurram Tangi Multipurpose Dam Project (Stage-II) - Updation of Feasibility Study and Detailed Engineering Design ADB (PRF) USD 4 (M) Equivalent PKR 1,126.400 (M)",CDWP,2021-05-06,1536.21,1088.0,60.0,1476.21,500.0,1000.0,On-going,WATER RESOURCES DIVISION,3.905716015,2021.0,5.0
981,Environmental Study and Determination of Environmental Flow (E-Flow) under 969 MW Neelum Jhelum Hydropower Project (NJHPP),DDWP,2022-05-26,334.36,90.0,0.0,334.36,300.0,300.0,On-going,WATER RESOURCES DIVISION,0.0,2022.0,5.0
982,Construction of Dam at Roshanabad Kalat,DDWP,2023-03-30,350.0,0.0,100.0,250.0,250.0,250.0,On-going,WATER RESOURCES DIVISION,28.57142857,2023.0,3.0
983,Chashma Right Bank Canal (CRBC) Lift-cum-Gravity Project,ECNEC,2022-07-10,189606.43,18030.58,71.0,189535.43,2500.0,2510.0,On-going,WATER RESOURCES DIVISION,0.037445987,2022.0,7.0
984,Remodeling of Pat Feeder Canal System in Balochistan,ECNEC,2023-07-27,61793.37,0.0,5000.0,56793.37,5000.0,5000.0,On-going,WATER RESOURCES DIVISION,8.091482954,2023.0,7.0
985,Umbrella PC-I of the Flood Protection Sector Project (FPSP- III),ECNEC,2023-06-27,194625.0,155700.0,0.0,194625.0,2000.0,3000.0,On-going,WATER RESOURCES DIVISION,0.0,2023.0,6.0
986,"Restoration of Flood Damages of Kachhi Canal Project Project Improvement of Kalri Baghar Feeder and Keenjhar Lake – Plain Cement Concrete (PCC) Lining of Kalri Baghar Feeder Upper Phase-I 50% Co- Sharing, PSDP Share Rs.19,470.467 m",ECNEC,2023-06-27,8280.65,5280.65,0.0,8280.65,4000.0,5000.0,On-going,WATER RESOURCES DIVISION,0.0,2023.0,6.0
987,"Construction of 200 Dams in Killa Abdullah, Gulistan & Dobandai Tehsils, District Killa Abdullah.",CDWP,2023-07-19,2937.52,0.0,1570.0,1367.52,294.002,294.002,On-going,WATER RESOURCES DIVISION,53.44644462,2023.0,7.0
988,"Extension of Right Bank Outfall Drain (RBOD-II) from Sehwan to Sea, Dadu & Thatta Districts of Sindh, Cost Rs.61985 m, PSDP Share Rs.54985 m",ECNEC,2017-07-26,61985.0,0.0,38966.14,23018.86,100.0,100.0,On-going,WATER RESOURCES DIVISION,62.86382189,2017.0,7.0
989,Flood Management Enhancement Project-JICA Grant Initiative,CDWP,2024-06-27,118.606,118.606,0.0,118.606,0.0,10.0,New,WATER RESOURCES DIVISION,0.0,2024.0,6.0
990,"Feasibility Study of Integrated Development of Chitral, Swat and Kabul Rivers",CDWP,2024-06-27,1643.81,0.0,0.0,1643.81,300.0,300.0,New,WATER RESOURCES DIVISION,0.0,2024.0,6.0
991,"Rehabilitation & Improvement of Left Bank Outfall Drain System Provision and installation of lift at ICT Agriculture Complex G-11/4 Islamabad Rehabilitation of Rural Roads in U.C Golra Sharif Shah Allah Ditta & Sare- e-Kharbooza Water Supply Schemes Mohallah Usmania & Mohallah Bilal U.C Sare-i- Kharboza and Kalinger U.C Golra Sharif Rehabilitation of 5 Rural Roads falls in ICT, Islamabad Provision of Drinking Water facilities n 16 U.Cs of Rural area of ICT, Islamabad Design - cum- construction of retaining walls at Talhar Rehabilitation / Up-Gradation of Internal Roads in 16 U.Cs of Rural Area in ICT Islamabad Construction of Nullah/ R.C.C line at Shah Pur U.C Phulgran Construcion of Nullah in Village Shah Allah Ditta Street Pavement and Nullah Jabba Town near Khanna Dak, Islamabad Rehabilitation of Golra More to Link Haji Camp Road Rehabilitation / Up-Gradation of Korang Road Bani Gala Construction of Retaining Wall at Prince Road Rehabilitation / Up-Gradation of link roads to village Johd, Dhok Ramazania, Sara -I Kharbooza, Golra Sharif & Bokra ICT Structral Rehabilitation and Up- Gradation of infrastructure of Fruit & Vegetable Whole Sale Market I-11/4 Productivity Enhancement through the Installation of Solar-Powered High-Efficiency Irrigation Systems in ICT PC-I for the Construction of Police Station and Staff Apartments at Sumbal, G-14 Mauve Area, Islamabad. Sewerage System at Bani Gala Construction of Revenue Centers at Tarnol & Sihala ICT Islamabad",CDWP,2024-06-27,115463.0,0.0,0.0,115463.0,100.0,100.0,New,WATER RESOURCES DIVISION,0.0,2024.0,6.0
992,Provision and installation of lift at ICT,IDWP,2024-05-14,16.0,0.0,0.0,16.0,16.0,16.0,On-going,ICT ADMINISTRATION / CDA,0.0,2024.0,5.0
993,Rehabilitation of Rural Roads in U.C,IDWP,2024-05-14,574.031,0.0,0.0,574.031,274.031,274.031,On-going,ICT ADMINISTRATION / CDA,0.0,2024.0,5.0
994,Water Supply Schemes Mohallah,IDWP,2024-05-14,92.521,0.0,0.0,92.521,92.0,92.0,On-going,ICT ADMINISTRATION / CDA,0.0,2024.0,5.0
995,Rehabilitation of 5 Rural Roads falls,IDWP,2024-05-14,380.696,0.0,0.0,380.696,280.696,280.696,On-going,ICT ADMINISTRATION / CDA,0.0,2024.0,5.0
996,Provision of Drinking Water facilities,IDWP,2024-05-14,519.542,0.0,0.0,519.542,200.0,200.0,On-going,ICT ADMINISTRATION / CDA,0.0,2024.0,5.0
997,Design - cum- construction of,IDWP,2024-05-14,65.26,0.0,0.0,65.26,65.226,65.226,On-going,ICT ADMINISTRATION / CDA,0.0,2024.0,5.0
998,Rehabilitation / Up-Gradation of,IDWP,2024-05-14,966.155,0.0,0.0,966.155,300.0,300.0,On-going,ICT ADMINISTRATION / CDA,0.0,2024.0,5.0
